,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,No of hours,Approximated Social Grade
521759,1,1,2,7,1,2,1,2,1,2,2,3,10,3,36.0,2
449450,1,1,2,4,1,2,1,1,1,1,1,6,6,3,41.0,2
513775,1,1,1,3,1,2,2,2,3,7,1,8,2,3,33.0,4
512448,5,1,1,2,1,2,1,1,1,2,1,4,12,3,32.0,2
356556,2,1,2,5,2,2,1,2,1,2,2,9,8,2,24.0,4
535114,2,1,1,6,2,2,1,1,1,2,1,3,6,4,58.0,1
521731,2,1,1,5,2,2,2,1,3,1,1,2,2,3,31.0,1
455700,3,1,2,2,1,2,1,1,1,1,1,4,7,3,44.0,2
513404,1,1,2,5,4,2,1,2,4,2,1,2,11,3,34.0,1
528345,2,1,1,4,2,2,2,1,1,2,2,2,11,3,44.0,1
357229,2,1,2,5,2,2,1,2,1,2,1,2,10,2,20.0,1
316012,2,1,2,6,2,2,1,2,1,2,1,9,10,1,12.0,4
479335,2,1,1,5,2,2,1,2,1,9,1,2,10,3,39.0,1
360508,1,1,1,6,3,2,1,2,1,2,1,4,9,2,27.0,2
460727,3,1,2,3,1,2,1,1,1,2,1,3,4,3,47.0,2
426075,2,1,1,7,2,2,1,2,1,2,1,1,3,3,33.0,2
397311,2,1,1,8,2,2,1,2,1,2,1,8,6,3,42.0,3
518814,1,1,1,4,1,2,2,1,3,2,2,6,11,3,37.0,3
393668,2,1,2,2,1,2,1,1,1,1,1,4,10,3,42.0,2
547923,3,1,1,3,1,2,1,2,1,2,1,8,3,4,56.0,3
377916,2,1,1,5,2,2,1,1,1,2,2,1,9,2,24.0,2
360997,3,1,2,3,1,2,1,1,1,2,1,4,11,2,18.0,2
356928,1,1,2,3,1,2,2,1,4,2,2,9,8,2,26.0,4
336560,1,1,1,5,3,2,2,1,1,1,1,1,12,2,16.0,1
337210,2,1,2,7,2,2,1,2,1,2,1,9,5,2,30.0,4
469133,2,1,1,3,1,2,1,1,1,1,2,5,3,3,32.0,3
402430,2,1,1,5,2,2,1,2,1,2,2,5,3,3,45.0,3
407746,2,1,1,2,1,2,1,1,1,2,1,7,4,3,41.0,4
365721,3,1,2,4,1,2,1,2,1,2,1,6,5,2,21.0,3
421609,2,1,2,4,2,2,1,1,1,2,1,4,11,3,33.0,2
561078,2,1,1,4,2,2,1,1,1,2,2,7,4,4,55.0,4
536068,3,1,1,4,1,2,1,2,1,2,1,9,4,4,56.0,4
466176,5,1,2,4,1,2,1,2,1,9,1,4,8,3,37.0,2
517234,2,1,1,5,2,2,1,2,1,1,1,1,7,3,39.0,1
520852,5,1,2,5,4,2,1,2,4,9,1,1,6,3,48.0,1
539388,3,1,1,3,1,2,1,1,1,1,1,5,5,4,52.0,3
560004,2,1,1,5,2,2,2,2,5,6,1,3,6,4,54.0,2
521110,2,1,2,3,2,2,1,1,1,9,1,2,11,3,37.0,1
432869,2,1,2,4,2,2,1,2,1,2,1,2,8,3,33.0,1
362144,5,1,2,4,3,2,1,1,1,2,1,2,10,2,29.0,1
424727,3,1,1,5,1,2,1,1,1,2,1,2,10,3,35.0,1
429802,2,1,2,2,1,2,1,2,1,1,1,7,4,3,42.0,4
498083,3,1,1,6,5,2,1,1,1,1,1,9,8,3,35.0,4
351019,5,1,2,4,4,2,1,2,1,2,1,4,4,2,18.0,2
508198,2,1,1,6,2,2,1,2,1,1,1,6,4,3,31.0,3
528088,2,1,1,6,2,2,1,2,1,2,1,2,6,3,45.0,1
418010,3,1,1,4,4,2,1,3,1,1,1,5,2,3,38.0,3
393058,1,1,2,3,1,2,1,2,1,2,1,4,6,3,38.0,2
448900,2,1,1,3,2,2,1,2,1,2,1,2,8,3,47.0,1
403378,2,1,1,4,2,2,2,2,5,6,1,2,8,3,35.0,1
327850,-9,1,2,2,1,1,1,1,1,1,4,7,8,1,12.0,-9
529072,1,1,1,6,1,2,1,2,1,2,1,9,8,3,43.0,3
413068,2,1,2,3,1,2,1,2,1,2,1,4,11,3,34.0,2
492552,2,1,2,3,2,2,1,1,3,6,1,4,8,3,42.0,2
507505,6,1,2,3,1,2,2,1,3,4,1,3,9,3,46.0,1
473036,2,1,1,4,2,2,2,1,4,2,1,6,11,3,41.0,4
306239,1,1,2,2,1,1,1,1,1,2,4,6,11,1,6.0,2
554218,2,1,1,5,2,2,1,2,1,1,1,2,3,4,54.0,2
378362,2,1,2,2,1,2,1,1,1,2,1,7,4,2,29.0,4
451536,2,1,2,5,2,2,2,2,3,4,1,7,4,3,45.0,3
466183,5,1,2,4,1,2,1,2,3,2,1,4,6,3,47.0,2
464655,5,1,2,2,1,2,1,2,1,2,1,6,11,3,36.0,3
339602,2,1,2,4,2,2,1,1,1,2,1,3,8,2,30.0,2
414086,2,1,2,5,2,2,1,2,1,2,2,7,4,3,47.0,4
326537,1,1,2,4,1,2,1,1,1,1,1,1,8,1,10.0,2
468886,2,1,1,3,2,2,1,2,1,2,1,2,7,3,32.0,1
406056,2,1,2,5,2,2,2,1,1,2,1,2,11,3,47.0,2
463227,2,1,1,4,2,2,2,2,1,2,1,2,8,3,47.0,1
419897,2,1,1,6,2,2,2,1,3,8,1,1,8,3,46.0,2
405443,2,1,1,5,2,2,1,2,1,2,1,5,3,3,40.0,3
323680,1,1,1,2,1,1,2,1,3,6,4,7,4,1,8.0,2
318273,2,1,1,5,2,2,1,2,1,9,1,9,4,1,12.0,4
527256,2,1,1,5,2,2,1,2,1,2,1,9,9,3,33.0,3
440689,4,1,1,4,4,2,1,2,1,9,1,5,2,3,47.0,3
415903,2,1,1,5,2,2,1,2,1,2,1,8,6,3,34.0,3
480927,2,1,2,7,2,2,1,2,1,2,2,5,1,3,40.0,3
402006,2,1,1,5,2,2,1,1,1,2,1,2,6,3,36.0,1
394404,2,1,1,5,2,2,1,2,1,2,1,1,7,3,47.0,1
389037,2,1,1,2,1,2,1,1,1,1,1,5,2,3,41.0,3
485707,2,1,1,4,2,2,1,1,1,2,1,9,2,3,36.0,4
362643,2,1,2,4,2,2,1,1,1,2,1,6,8,2,26.0,3
451609,1,1,1,2,1,2,2,1,1,2,1,8,2,3,44.0,4
569137,2,1,1,6,2,2,1,2,1,9,2,5,2,4,58.0,3
553397,3,1,1,5,4,2,1,2,1,2,1,7,4,4,55.0,4
397121,2,1,1,2,1,2,1,2,3,9,1,3,4,3,41.0,2
311462,5,1,2,2,1,1,2,3,1,2,4,7,4,1,15.0,2
480969,2,1,1,6,2,2,1,2,1,2,1,9,8,3,43.0,3
403529,5,1,2,8,5,2,2,3,1,1,1,3,3,3,38.0,2
408050,2,1,2,4,2,2,1,2,1,1,1,6,11,3,48.0,2
530152,3,1,1,3,1,2,1,1,1,2,1,4,8,3,31.0,2
351536,2,1,2,5,2,2,1,1,1,2,1,2,10,2,23.0,1
492964,1,1,1,4,1,2,1,3,1,1,1,5,2,3,44.0,3
322034,5,1,1,4,4,2,1,2,1,2,1,6,5,1,10.0,4
567542,1,1,1,3,1,2,2,2,5,6,1,1,7,4,49.0,1
475700,5,1,1,2,1,2,1,1,1,2,1,9,5,3,40.0,4
432257,5,1,2,2,1,2,1,1,1,1,1,4,9,3,39.0,2
447013,2,1,1,6,2,2,1,2,1,2,1,8,1,3,45.0,3
469042,2,1,1,5,2,2,2,1,4,2,1,9,8,3,32.0,4
446444,2,1,1,5,2,2,1,1,1,2,1,1,4,3,46.0,2
543868,2,1,1,3,1,2,1,2,1,2,1,1,1,4,56.0,2
371830,2,1,1,5,2,2,1,2,1,1,2,3,12,2,30.0,2
457206,1,1,1,3,1,2,1,2,1,2,1,2,4,3,48.0,1
354702,2,1,2,4,2,2,2,1,1,2,1,7,4,2,20.0,4
391174,2,1,2,3,2,2,1,2,1,2,1,4,8,3,33.0,2
393602,3,1,1,5,4,2,1,2,1,2,1,2,10,3,48.0,1
566155,2,1,1,4,2,2,1,1,1,2,1,3,7,4,60.0,1
438947,3,1,2,2,1,2,1,1,1,2,1,6,11,3,34.0,4
533750,-9,1,1,3,1,2,2,2,1,2,1,2,10,3,43.0,-9
401146,2,1,1,6,2,2,1,1,1,2,2,5,2,3,46.0,3
563112,2,1,1,4,2,2,1,1,1,1,2,2,8,4,53.0,1
483648,2,1,1,5,2,2,1,2,1,2,1,1,3,3,48.0,1
412278,3,1,1,6,4,2,1,2,1,1,2,2,6,3,40.0,1
342085,3,1,1,3,2,2,2,2,3,1,1,5,5,2,23.0,4
399120,2,1,1,6,2,2,1,2,1,1,1,5,4,3,45.0,3
519660,1,1,1,6,5,2,1,1,1,1,1,2,12,3,48.0,1
458025,1,1,1,3,1,2,1,1,1,1,1,2,12,3,39.0,2
352826,5,1,2,4,4,2,2,2,4,2,1,7,4,2,28.0,4
465351,2,1,1,4,2,2,1,2,1,2,1,5,4,3,40.0,3
534789,1,1,1,3,1,2,1,3,1,1,1,5,3,4,57.0,3
555125,2,1,2,5,2,2,1,4,1,2,1,2,10,4,55.0,1
424845,2,1,1,5,2,2,1,2,1,1,1,5,12,3,46.0,3
431331,2,1,1,2,1,1,1,1,1,2,4,5,5,3,31.0,2
463765,1,1,2,2,1,2,1,1,1,2,1,9,5,3,48.0,4
543873,5,1,2,5,4,2,1,2,1,2,1,2,10,4,60.0,1
466243,1,1,2,6,4,2,1,1,1,1,1,2,10,3,33.0,1
548301,1,1,1,4,1,2,1,1,1,2,2,5,1,4,50.0,3
567255,2,1,1,3,2,2,2,1,1,9,1,3,12,4,59.0,2
334518,1,1,2,3,1,2,1,3,1,1,2,7,4,2,20.0,4
335435,3,1,2,3,1,2,2,2,5,2,1,9,4,2,17.0,4
386649,2,1,1,4,2,2,2,1,1,1,1,2,2,3,41.0,1
529710,3,1,1,5,1,2,1,1,1,2,1,1,4,3,39.0,2
474309,2,1,2,2,1,2,1,2,1,6,1,6,10,3,43.0,4
341671,3,1,2,2,1,2,1,1,1,1,1,9,3,2,19.0,4
387293,2,1,1,3,2,2,1,1,1,2,1,5,12,3,48.0,3
427030,2,1,1,3,1,2,1,2,1,1,1,1,8,3,46.0,2
332030,5,1,2,2,1,2,1,2,1,1,1,9,5,2,24.0,4
550628,2,1,1,6,2,2,1,2,1,2,2,5,1,4,59.0,3
334443,3,1,2,5,4,2,1,2,1,1,1,9,5,2,20.0,4
541633,2,1,2,6,2,2,1,2,1,2,1,2,10,4,50.0,1
314828,2,1,2,2,1,2,1,1,1,2,1,7,12,1,9.0,2
369556,1,1,2,6,4,2,1,2,1,2,1,2,11,2,25.0,2
316691,2,1,2,7,2,2,1,1,1,1,1,2,10,1,6.0,1
533048,3,1,2,5,2,2,1,1,1,2,1,1,7,3,37.0,2
336932,2,1,2,2,1,1,1,2,1,1,4,3,12,2,20.0,2
392131,1,1,2,3,1,2,1,2,1,1,1,4,11,3,34.0,2
406717,1,1,1,5,3,2,1,2,1,1,1,5,8,3,48.0,3
368084,5,1,2,3,1,2,1,2,2,6,1,4,7,2,21.0,2
428001,2,1,1,6,2,2,1,2,1,2,1,5,2,3,32.0,3
535575,3,1,1,4,4,2,1,3,1,1,1,5,3,4,57.0,3
481634,2,1,1,6,2,2,1,2,1,2,1,8,2,3,34.0,4
347513,2,1,2,4,1,2,1,2,1,2,2,4,3,2,21.0,2
333134,2,1,2,5,2,2,1,2,1,2,1,2,10,2,27.0,1
342755,2,1,2,6,2,2,1,2,1,2,1,4,11,2,23.0,2
349267,3,1,1,4,1,2,1,1,1,2,1,3,8,2,18.0,2
325735,2,1,2,5,2,2,1,1,1,1,1,6,11,1,9.0,4
385179,2,1,1,3,1,2,1,2,1,2,1,5,5,3,46.0,3
308105,2,1,2,6,2,2,2,1,1,2,1,2,11,1,4.0,1
531260,1,1,1,3,1,2,1,2,1,1,1,7,4,3,34.0,4
512456,2,1,1,3,2,2,2,1,3,4,1,1,12,3,48.0,2
352313,2,1,1,6,2,2,1,1,1,2,1,1,6,2,28.0,1
550735,1,1,2,6,4,2,1,2,2,1,1,2,4,4,51.0,1
518543,2,1,2,2,1,2,1,1,1,2,1,7,12,3,42.0,4
536524,2,1,1,6,2,2,1,2,1,2,1,1,6,4,51.0,2
482208,1,1,1,7,4,2,1,2,1,2,1,8,2,3,32.0,4
306441,3,1,1,2,1,1,1,2,1,1,4,7,4,1,6.0,2
325501,2,1,2,4,2,2,1,1,1,5,2,3,10,1,7.0,2
504566,1,1,2,3,1,2,1,2,1,1,1,4,7,3,46.0,2
544519,2,1,1,4,2,2,1,1,1,1,1,2,10,4,55.0,1
475449,2,1,1,6,2,2,1,1,1,2,1,5,4,3,34.0,3
382079,2,1,2,4,2,2,1,1,1,2,1,1,7,3,44.0,1
370029,2,1,2,6,2,2,1,3,1,2,1,6,11,2,24.0,3
421784,3,1,2,2,1,2,1,2,1,9,1,2,9,3,35.0,1
439275,2,1,1,6,2,2,1,2,1,2,1,1,8,3,46.0,1
429021,3,1,2,4,1,2,2,1,1,2,1,2,8,3,33.0,1
558325,5,1,1,4,4,2,2,2,1,2,1,9,2,4,54.0,4
343494,2,1,2,7,2,2,1,2,1,2,1,6,11,2,20.0,3
497289,2,1,1,6,2,2,1,2,1,2,1,9,8,3,35.0,3
452608,2,1,1,6,2,2,1,2,1,2,2,3,4,3,44.0,2
332957,2,1,2,3,2,2,1,1,1,2,1,6,12,2,21.0,3
486496,2,1,2,5,2,2,1,1,1,9,1,7,8,3,40.0,2
556570,2,1,1,5,2,2,2,2,1,2,2,9,4,4,57.0,4
439990,2,1,2,3,2,2,2,1,1,2,1,9,6,3,36.0,4
499015,3,1,2,2,1,2,1,2,1,1,1,4,4,3,39.0,2
325567,2,1,2,2,1,1,1,1,2,6,4,7,4,1,2.0,2
569551,-9,1,2,6,2,2,1,2,1,2,2,1,5,4,53.0,-9
441323,1,1,1,5,4,2,1,2,1,1,2,5,3,3,38.0,3
314729,2,1,2,6,2,2,1,2,1,2,1,9,8,1,13.0,4
400884,2,1,1,6,2,2,2,1,3,7,1,7,4,3,39.0,3
346977,3,1,2,5,1,2,1,1,1,2,1,2,3,2,26.0,1
464195,3,1,2,4,4,2,2,2,3,2,1,9,6,3,33.0,3
437948,2,1,1,5,2,2,2,1,3,7,2,1,3,3,45.0,1
548538,2,1,1,5,2,2,1,3,1,2,1,9,3,4,54.0,4
505095,1,1,1,6,4,2,2,1,4,2,2,2,8,3,36.0,1
437806,2,1,1,6,2,2,1,2,1,2,1,8,2,3,36.0,4
431862,5,1,2,5,4,2,1,1,1,2,1,4,11,3,32.0,2
430772,1,1,1,4,1,2,1,2,3,1,1,2,12,3,48.0,1
526440,2,1,1,5,2,2,1,3,1,2,2,1,12,3,34.0,1
440667,2,1,1,3,2,2,1,1,1,2,1,3,3,3,34.0,2
504906,2,1,1,3,2,2,1,1,1,2,1,3,8,3,32.0,2
540646,2,1,1,6,2,2,1,1,1,2,1,5,3,4,54.0,3
455983,1,1,2,5,4,2,1,1,1,2,1,4,6,3,42.0,2
396477,1,1,1,5,1,2,1,1,1,2,1,8,2,3,35.0,4
470703,3,1,2,3,1,2,2,1,1,1,1,6,11,3,31.0,4
379042,2,1,2,4,2,2,2,2,1,2,1,3,7,2,17.0,2
377021,2,1,2,5,2,2,2,3,1,2,2,2,10,2,19.0,1
389512,3,1,1,2,1,2,1,1,1,1,1,7,8,3,39.0,2
338657,2,1,2,4,2,2,1,1,1,2,1,4,4,2,28.0,2
502243,3,1,2,4,1,2,1,1,1,1,1,2,6,3,31.0,1
378999,2,1,2,6,2,2,1,2,1,2,1,2,11,2,16.0,2
478124,2,1,2,3,2,2,1,1,1,2,2,6,12,3,35.0,3
378467,4,1,1,4,1,2,1,3,1,1,1,4,2,2,27.0,2
457337,5,1,1,4,1,2,1,1,1,2,1,7,4,3,40.0,4
354344,2,1,2,3,2,2,1,2,1,1,1,3,9,2,21.0,2
452566,2,1,1,5,2,2,1,1,1,1,1,8,2,3,34.0,3
340308,2,1,1,7,2,2,1,2,1,2,1,6,12,2,19.0,4
465812,2,1,1,4,2,2,1,1,1,2,1,3,2,3,34.0,1
354182,1,1,2,5,2,2,2,4,1,2,1,9,4,2,30.0,4
510935,2,1,1,3,2,2,1,2,1,1,2,5,3,3,43.0,3
393757,2,1,1,6,2,2,1,3,1,9,1,4,4,3,45.0,2
480680,1,1,1,3,1,2,2,2,1,2,1,9,4,3,38.0,4
466124,3,1,1,3,1,2,1,2,1,1,1,2,8,3,43.0,1
517847,2,1,1,4,2,2,1,2,4,2,1,2,3,3,35.0,1
532847,2,1,1,6,2,2,1,2,1,2,1,9,2,3,43.0,4
525658,2,1,1,5,2,2,1,3,1,2,1,8,5,3,44.0,3
480000,1,1,2,3,1,2,1,1,1,2,1,6,11,3,39.0,4
413067,1,1,2,5,4,2,1,2,1,9,2,2,8,3,44.0,1
408905,2,1,2,4,2,2,1,1,1,2,1,3,8,3,36.0,1
328296,1,1,1,3,1,2,1,1,1,9,1,7,4,2,22.0,4
322301,1,1,1,2,1,1,1,4,1,1,4,9,5,1,5.0,2
380080,-9,1,2,2,2,1,2,1,4,2,4,4,8,2,30.0,-9
339237,2,1,2,4,2,2,2,1,1,2,1,6,6,2,23.0,3
302523,5,1,2,2,1,1,1,2,1,2,4,7,4,1,5.0,2
355678,2,1,1,6,2,2,1,3,1,2,1,9,11,2,30.0,4
395524,2,1,2,2,1,2,1,2,1,9,1,4,7,3,48.0,2
518817,2,1,2,2,1,2,1,1,1,1,1,6,12,3,36.0,2
435937,2,1,2,5,2,2,1,2,1,2,1,3,8,3,36.0,1
387898,2,1,2,5,2,2,1,2,1,2,1,6,10,3,42.0,3
497970,2,1,1,3,1,2,1,2,1,2,1,5,3,3,31.0,3
515216,2,1,1,6,2,2,1,3,1,2,1,3,9,3,38.0,2
369554,1,1,1,5,1,2,1,2,1,1,2,3,8,2,26.0,2
339508,2,1,2,6,2,2,1,2,1,2,1,1,1,2,16.0,2
524634,2,1,1,3,2,2,2,1,1,2,1,2,2,3,46.0,1
393938,3,1,1,4,4,2,1,1,1,1,1,3,9,3,40.0,2
537049,2,1,1,3,2,2,1,1,1,1,1,8,4,4,57.0,4
435070,2,1,1,6,2,2,1,2,1,2,1,9,9,3,32.0,3
364555,2,1,2,3,2,2,2,2,3,6,1,7,4,2,17.0,4
343547,2,1,2,4,2,2,1,1,1,1,1,2,10,2,25.0,1
450786,2,1,1,5,2,2,1,2,1,2,1,8,6,3,39.0,3
336534,1,1,2,5,3,2,1,2,1,2,1,6,11,2,27.0,3
367569,2,1,2,6,2,2,1,1,1,2,1,7,4,2,27.0,4
507641,2,1,1,7,2,1,2,1,1,1,4,6,12,3,36.0,2
502603,2,1,1,6,2,2,1,4,1,2,2,5,3,3,44.0,3
413648,2,1,1,4,2,2,1,2,1,1,1,2,11,3,43.0,1
561024,2,1,2,4,2,1,2,1,4,2,4,6,7,4,52.0,2
535454,2,1,1,4,2,2,1,1,1,1,2,5,3,4,58.0,3
498794,1,1,2,5,1,2,1,1,1,2,1,4,11,3,39.0,2
544593,2,1,1,6,2,2,1,3,1,2,1,3,7,4,55.0,1
446101,5,1,2,5,3,2,1,2,1,2,1,2,8,3,40.0,2
454437,2,1,2,5,2,2,1,1,1,2,1,2,11,3,45.0,2
479493,2,1,2,4,2,2,1,2,1,2,1,3,11,3,39.0,2
500107,3,1,2,4,1,2,1,1,1,1,1,3,7,3,43.0,2
439819,2,1,1,6,2,2,1,2,1,2,1,9,2,3,35.0,4
363993,3,1,2,4,4,2,1,2,1,2,1,2,11,2,28.0,2
521822,3,1,1,3,3,2,2,1,1,1,2,3,12,3,44.0,2
304091,1,1,1,2,1,1,1,2,1,1,4,8,4,1,1.0,2
323453,2,1,2,2,1,1,1,2,1,5,4,7,4,1,3.0,2
309224,2,1,2,4,2,2,1,2,1,1,1,6,10,1,9.0,4
492736,2,1,2,6,2,2,1,2,1,2,1,4,3,3,44.0,2
512172,1,1,2,6,2,2,2,3,4,9,1,2,11,3,42.0,2
308936,2,1,2,4,2,2,1,1,1,2,1,4,10,1,12.0,2
528858,2,1,1,4,2,2,1,4,1,1,1,3,2,3,34.0,2
319075,2,1,2,5,2,2,1,1,1,2,1,4,10,1,9.0,2
346945,2,1,2,5,2,2,2,2,1,9,1,1,4,2,29.0,1
428044,2,1,2,2,1,2,1,1,1,2,1,7,4,3,38.0,4
355011,1,1,1,6,4,2,1,2,1,2,2,5,3,2,23.0,3
422233,1,1,2,5,4,2,1,2,1,1,1,1,11,3,37.0,2
560616,2,1,2,3,2,2,1,1,1,2,1,2,10,4,55.0,1
460346,5,1,2,2,1,2,1,1,1,2,1,6,11,3,35.0,2
372472,5,1,2,5,3,2,1,2,1,1,1,2,11,2,22.0,1
493408,2,1,2,3,1,2,1,1,1,2,1,1,11,3,48.0,1
405042,3,1,2,3,1,2,1,1,1,2,1,6,10,3,42.0,3
409450,1,1,1,3,1,2,1,1,1,2,1,3,9,3,33.0,1
456293,1,1,1,5,1,2,1,2,1,2,1,8,2,3,48.0,4
405895,2,1,1,4,2,2,1,1,1,1,2,5,3,3,41.0,3
356008,2,1,1,7,2,2,1,1,1,2,1,8,6,2,19.0,4
438289,3,1,1,2,1,2,1,1,1,2,1,5,4,3,46.0,3
445081,3,1,2,3,1,2,1,1,1,2,1,2,9,3,34.0,1
373451,5,1,2,3,3,2,2,2,4,6,2,2,11,2,30.0,1
417158,4,1,1,4,1,2,1,1,1,9,1,5,3,3,36.0,3
333044,4,1,1,2,1,1,1,1,1,9,4,4,6,2,25.0,2
507097,1,1,1,5,2,2,2,2,3,7,2,2,11,3,44.0,1
389576,1,1,1,3,1,2,1,4,2,8,1,9,2,3,42.0,4
562338,2,1,1,4,2,2,2,1,3,6,1,1,2,4,51.0,1
389835,3,1,1,3,1,2,2,2,1,2,1,8,4,3,45.0,3
326873,5,1,2,2,1,1,1,2,1,2,4,6,5,1,6.0,2
496703,2,1,1,2,1,2,1,1,1,2,1,9,4,3,31.0,4
432811,-9,3,2,4,2,2,2,1,1,2,1,7,4,3,47.0,-9
555563,2,1,1,5,2,2,2,1,3,4,1,2,11,4,53.0,1
317131,5,1,2,5,1,2,1,5,1,2,1,9,4,1,5.0,4
419961,2,1,1,6,2,2,1,3,1,2,1,9,2,3,37.0,4
488262,1,1,1,5,1,2,1,1,1,1,1,2,6,3,48.0,1
443869,3,1,2,4,1,2,1,1,1,2,1,1,11,3,43.0,1
458832,2,1,1,2,2,2,2,1,2,2,1,8,4,3,39.0,4
527336,5,1,1,6,5,2,1,3,1,9,1,8,4,3,45.0,4
401798,2,1,1,7,2,2,2,3,3,6,1,2,8,3,43.0,1
540723,2,1,1,5,2,2,2,1,1,1,1,2,10,4,58.0,1
351932,5,1,2,4,1,2,1,2,1,2,1,5,5,2,17.0,4
400422,2,1,2,3,2,2,1,3,3,2,1,2,2,3,47.0,1
531154,2,1,1,5,2,2,1,2,1,2,2,5,3,3,46.0,3
464015,2,1,2,6,2,2,1,1,1,1,1,4,11,3,37.0,2
478774,2,1,2,5,2,2,1,5,1,2,1,4,10,3,43.0,2
454593,3,1,1,5,2,2,1,1,1,2,1,1,7,3,45.0,1
523433,2,1,1,4,2,2,2,1,3,6,1,6,11,3,32.0,3
473884,3,1,2,3,1,2,1,2,1,2,1,4,8,3,43.0,2
432812,2,1,2,2,1,2,1,1,1,1,1,4,6,3,31.0,2
311466,2,1,2,6,2,2,1,1,1,2,1,4,12,1,11.0,2
520645,5,1,1,2,1,2,1,1,1,1,1,5,3,3,37.0,3
447148,2,1,2,5,2,2,1,2,1,2,1,1,11,3,44.0,1
399081,2,1,1,3,2,2,1,1,1,1,1,3,9,3,46.0,2
444524,3,1,1,5,3,2,1,1,1,1,1,5,3,3,44.0,3
472356,2,1,1,3,1,2,2,1,3,6,1,7,4,3,33.0,4
387674,1,1,1,3,2,2,2,1,2,6,1,9,4,3,37.0,4
510595,3,1,1,3,1,2,1,1,1,2,1,3,12,3,33.0,2
322430,2,1,1,4,2,2,1,1,1,1,1,4,2,1,1.0,2
508875,6,1,1,6,1,2,1,3,1,2,1,5,3,3,33.0,3
510484,2,1,2,5,2,2,2,2,3,1,1,5,5,3,48.0,3
446594,5,1,2,5,3,2,1,1,1,2,1,3,9,3,39.0,2
317714,2,1,2,6,2,2,1,2,1,2,1,4,3,1,2.0,2
568969,3,1,1,3,1,2,1,1,1,1,1,5,3,4,51.0,3
356475,6,1,1,2,1,2,2,1,3,6,1,1,4,2,27.0,1
310955,3,1,2,7,4,2,2,2,1,2,1,7,4,1,9.0,4
539987,2,1,1,4,2,2,1,2,1,1,1,8,6,4,55.0,3
486969,3,1,1,3,1,2,1,2,1,2,1,9,2,3,34.0,4
550762,2,1,1,5,2,2,1,2,1,1,1,5,3,4,57.0,3
499409,2,1,1,7,2,2,1,4,1,2,1,5,6,3,42.0,3
332738,2,1,2,4,2,2,2,2,5,2,1,6,11,2,23.0,4
366483,2,1,2,7,2,2,1,2,1,2,1,4,3,2,25.0,2
409196,2,1,2,6,2,2,1,2,1,2,1,6,5,3,44.0,4
381635,2,1,2,6,2,2,1,2,1,2,1,7,5,3,39.0,2
437518,2,1,1,2,1,2,1,1,1,2,1,2,3,3,37.0,2
314534,2,1,2,4,2,2,1,2,1,1,1,4,2,1,12.0,2
517826,1,1,1,6,4,2,1,2,1,8,1,9,8,3,39.0,3
380467,3,1,1,3,1,2,1,1,1,1,1,4,7,3,41.0,2
473205,2,1,1,4,2,2,1,1,1,2,2,3,8,3,42.0,2
426161,2,1,1,3,2,2,1,1,1,1,1,3,8,3,43.0,2
443289,4,1,1,3,1,2,1,2,1,1,1,3,4,3,36.0,2
427477,1,1,1,4,1,2,1,1,1,2,1,9,9,3,41.0,4
410814,1,1,1,3,1,2,1,1,1,1,1,8,3,3,42.0,4
391463,3,1,2,3,1,2,1,2,2,2,2,2,11,3,41.0,1
562599,3,1,2,3,1,2,1,2,1,9,1,3,7,4,60.0,2
501404,2,1,2,5,2,2,1,1,1,2,1,4,6,3,32.0,2
424009,3,1,2,3,1,2,1,1,1,2,1,2,10,3,31.0,1
385824,2,1,2,6,2,2,1,2,1,2,1,6,11,3,35.0,4
550563,1,1,2,5,4,2,1,2,1,2,2,3,8,4,57.0,1
527994,3,1,2,3,1,2,1,2,1,2,1,9,4,3,47.0,3
407482,2,1,1,4,2,2,1,1,1,1,1,3,9,3,39.0,2
466852,2,1,1,6,2,2,1,1,1,2,1,2,2,3,45.0,1
424342,3,1,2,3,1,2,1,2,1,2,2,1,8,3,34.0,1
485646,1,1,2,5,1,2,1,3,1,2,1,8,2,3,35.0,4
458806,6,1,2,3,1,2,1,1,1,1,1,6,11,3,36.0,4
454735,2,1,1,5,2,2,1,2,1,2,1,8,6,3,39.0,3
365339,3,1,2,5,1,2,1,2,1,2,1,4,4,2,16.0,2
404538,1,1,1,4,3,2,1,1,1,9,2,5,3,3,31.0,3
319936,2,1,2,2,1,1,1,1,1,2,4,9,5,1,14.0,2
363481,3,1,1,3,1,2,1,2,1,2,1,9,5,2,25.0,4
313239,2,1,2,7,2,2,1,2,1,2,1,6,11,1,8.0,3
368104,2,1,2,5,2,2,1,1,1,2,1,3,12,2,24.0,2
526086,2,1,1,3,1,2,1,1,1,1,1,4,8,3,35.0,2
557726,1,1,2,4,1,2,1,2,1,2,2,2,4,4,54.0,1
387823,1,1,1,3,1,2,2,2,1,2,1,3,8,3,33.0,2
498575,3,1,2,2,1,2,1,1,1,2,1,2,11,3,40.0,2
387806,2,1,2,6,2,2,1,2,1,2,1,6,10,3,34.0,2
546668,2,1,1,3,2,2,1,2,5,6,2,3,4,4,57.0,2
354944,2,1,1,6,2,2,1,4,1,2,2,7,6,2,26.0,2
491646,2,1,2,4,1,2,1,1,1,2,1,6,11,3,41.0,4
